Typology,Code Disease,Preferred term,Prevalence Type,Prevalence Value
Disease,90039,Hemoglobin D disease,Point prevalence,N/A
Disease,90044,Familial pseudohyperkalemia,Point prevalence,N/A
Disease,90042,Primary familial polycythemia,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90058,Spinal cord injury,Annual incidence,N/A
Particular clinical situation in a disease or syndrome,90058,Spinal cord injury,Point prevalence,N/A
Clinical syndrome,90060,Diffuse alveolar hemorrhage,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90059,Sudden sensorineural hearing loss,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90053,Complications after hematopoietic stem cell transplantation,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90056,Moderate and severe traumatic brain injury,Point prevalence,N/A
Malformation syndrome,90024,"Deafness with labyrinthine aplasia, microtia, and microdontia",Cases/families,N/A
Malformation syndrome,90024,"Deafness with labyrinthine aplasia, microtia, and microdontia",Point prevalence,N/A
Disease,90023,Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency,Cases/families,N/A
Disease,90023,Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency,Point prevalence,N/A
Disease,90003,Inflammatory pseudotumor of the liver,Cases/families,N/A
Disease,90003,Inflammatory pseudotumor of the liver,Point prevalence,N/A
Disease,90037,Drug-induced autoimmune hemolytic anemia,Point prevalence,N/A
Clinical subtype,90038,Shiga toxin-associated hemolytic uremic syndrome,Annual incidence,N/A
Clinical subtype,90038,Shiga toxin-associated hemolytic uremic syndrome,Point prevalence,N/A
Disease,90035,Paroxysmal cold hemoglobinuria,Point prevalence,N/A
Disease,90036,Mixed-type autoimmune hemolytic anemia,Point prevalence,N/A
Disease,90031,Non-spherocytic hemolytic anemia due to hexokinase deficiency,Cases/families,N/A
Disease,90031,Non-spherocytic hemolytic anemia due to hexokinase deficiency,Point prevalence,N/A
Disease,90033,"Autoimmune hemolytic anemia, warm type",Point prevalence,N/A
Disease,90026,Primary erythromelalgia,Annual incidence,N/A
Disease,90026,Primary erythromelalgia,Point prevalence,N/A
Disease,90030,Hemolytic anemia due to glutathione reductase deficiency,Cases/families,N/A
Disease,90030,Hemolytic anemia due to glutathione reductase deficiency,Point prevalence,N/A
Disease,89936,X-linked hypophosphatemia,Point prevalence,N/A
Disease,89936,X-linked hypophosphatemia,Point prevalence,N/A
Disease,89936,X-linked hypophosphatemia,Point prevalence,N/A
Disease,89936,X-linked hypophosphatemia,Annual incidence,N/A
Disease,89936,X-linked hypophosphatemia,Point prevalence,N/A
Clinical subtype,89844,"Lissencephaly syndrome, Norman-Roberts type",Point prevalence,N/A
Disease,89843,Dystrophic epidermolysis bullosa pruriginosa,Cases/families,N/A
Disease,89843,Dystrophic epidermolysis bullosa pruriginosa,Point prevalence,N/A
Disease,89842,"Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form",Point prevalence,N/A
Disease,90001,X-linked cone dysfunction syndrome with myopia,Cases/families,N/A
Disease,90001,X-linked cone dysfunction syndrome with myopia,Point prevalence,N/A
Disease,90000,Erythema elevatum diutinum,Point prevalence,N/A
Clinical subtype,89938,Bartter syndrome type 4,Point prevalence,N/A
Disease,89937,Autosomal dominant hypophosphatemic rickets,Cases/families,N/A
Disease,89937,Autosomal dominant hypophosphatemic rickets,Point prevalence,N/A
Disease,90340,Blau syndrome,Prevalence at birth,N/A
Disease,90340,Blau syndrome,Point prevalence,N/A
Disease,90342,Xeroderma pigmentosum variant,Cases/families,N/A
Disease,90342,Xeroderma pigmentosum variant,Point prevalence,N/A
Disease,90348,Autosomal dominant cutis laxa,Cases/families,N/A
Disease,90348,Autosomal dominant cutis laxa,Point prevalence,N/A
Disease,90349,Autosomal recessive cutis laxa type 1,Cases/families,N/A
Disease,90349,Autosomal recessive cutis laxa type 1,Point prevalence,N/A
Clinical group,90350,Autosomal recessive cutis laxa type 2,Cases/families,N/A
Clinical group,90350,Autosomal recessive cutis laxa type 2,Point prevalence,N/A
Disease,90354,Brittle cornea syndrome,Cases/families,N/A
Disease,90354,Brittle cornea syndrome,Point prevalence,N/A
Disease,90362,Primary intestinal lymphangiectasia,Point prevalence,N/A
Disease,90289,Localized scleroderma,Point prevalence,N/A
Disease,90301,Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,Cases/families,N/A
Disease,90301,Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Annual incidence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Annual incidence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Annual incidence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Annual incidence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Annual incidence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Point prevalence,N/A
Disease,90291,Systemic sclerosis,Annual incidence,N/A
Disease,90308,Klippel-Trénaunay syndrome,Annual incidence,N/A
Disease,90308,Klippel-Trénaunay syndrome,Point prevalence,N/A
Disease,90280,Chilblain lupus,Cases/families,N/A
Disease,90280,Chilblain lupus,Point prevalence,N/A
Disease,90281,Discoid lupus erythematosus,Annual incidence,N/A
Disease,90281,Discoid lupus erythematosus,Annual incidence,N/A
Disease,90186,Meige disease,Point prevalence,N/A
Disease,90285,Lupus erythematosus panniculitis,Annual incidence,N/A
Disease,90285,Lupus erythematosus panniculitis,Point prevalence,N/A
Disease,90283,Lupus erythematosus tumidus,Cases/families,N/A
Disease,90283,Lupus erythematosus tumidus,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90080,Scarring in glaucoma filtration surgical procedures,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90078,Invasive infections due to vancomycin-resistant enterococci,Point prevalence,N/A
Malformation syndrome,90103,Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome,Cases/families,N/A
Malformation syndrome,90103,Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome,Point prevalence,N/A
Clinical group,514980,ATP13A2-related parkinsonism,Point prevalence,N/A
Particular clinical situation in a disease or syndrome,90081,AIDS wasting syndrome,Point prevalence,N/A
Disease,90117,"Hereditary motor and sensory neuropathy, Okinawa type",Cases/families,N/A
Disease,90117,"Hereditary motor and sensory neuropathy, Okinawa type",Point prevalence,N/A
Clinical group,90114,Autosomal dominant intermediate Charcot-Marie-Tooth disease,Point prevalence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Point prevalence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Clinical group,88673,Hepatocellular carcinoma,Annual incidence,N/A
Disease,88644,"Autosomal recessive ataxia, Beauce type",Cases/families,N/A
Disease,88644,"Autosomal recessive ataxia, Beauce type",Point prevalence,N/A
Disease,88659,Autosomal dominant progressive nephropathy with hypertension,Cases/families,N/A
Disease,88659,Autosomal dominant progressive nephropathy with hypertension,Point prevalence,N/A
Disease,88661,Amelogenesis imperfecta,Point prevalence,N/A
Disease,88661,Amelogenesis imperfecta,Point prevalence,N/A
Disease,88661,Amelogenesis imperfecta,Point prevalence,N/A
Disease,88661,Amelogenesis imperfecta,Point prevalence,N/A
Clinical subtype,88637,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,Point prevalence,N/A
Disease,88639,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,Cases/families,N/A
Disease,88639,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,Point prevalence,N/A
Disease,88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,Cases/families,N/A
Disease,88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,Point prevalence,N/A
Disease,88643,Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,Cases/families,N/A
Disease,88643,Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,Point prevalence,N/A
Disease,88635,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,Cases/families,N/A
Disease,88635,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,Point prevalence,N/A
Disease,88621,Ichthyosis-prematurity syndrome,Cases/families,N/A
Disease,88621,Ichthyosis-prematurity syndrome,Point prevalence,N/A
Disease,88628,Posterior column ataxia-retinitis pigmentosa syndrome,Cases/families,N/A
Disease,88628,Posterior column ataxia-retinitis pigmentosa syndrome,Point prevalence,N/A
Disease,88629,Tritanopia,Point prevalence,N/A
Malformation syndrome,88630,Terminal osseous dysplasia-pigmentary defects syndrome,Point prevalence,N/A
Disease,88620,Isolated congenital anosmia,Cases/families,N/A
Disease,88620,Isolated congenital anosmia,Point prevalence,N/A
Disease,88619,Familial acute necrotizing encephalopathy,Cases/families,N/A
Disease,88619,Familial acute necrotizing encephalopathy,Point prevalence,N/A
Disease,88618,S-adenosylhomocysteine hydrolase deficiency,Cases/families,N/A
Disease,88618,S-adenosylhomocysteine hydrolase deficiency,Point prevalence,N/A
Disease,87884,Non-syndromic genetic deafness,Point prevalence,N/A
Disease,87876,Sialidosis type 2,Point prevalence,N/A
Disease,87876,Sialidosis type 2,Prevalence at birth,N/A
Disease,87503,Mal de Meleda,Point prevalence,N/A
Disease,86923,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",Point prevalence,N/A
Disease,86920,Dermatopathia pigmentosa reticularis,Cases/families,N/A
Disease,86920,Dermatopathia pigmentosa reticularis,Point prevalence,N/A
Disease,86919,Keratosis palmaris et plantaris-clinodactyly syndrome,Cases/families,N/A
Disease,86919,Keratosis palmaris et plantaris-clinodactyly syndrome,Point prevalence,N/A
Disease,86918,Diffuse palmoplantar keratoderma-acrocyanosis syndrome,Cases/families,N/A
Disease,86918,Diffuse palmoplantar keratoderma-acrocyanosis syndrome,Point prevalence,N/A
Malformation syndrome,86915,Lymphedema-atrial septal defects-facial changes syndrome,Cases/families,N/A
Malformation syndrome,86915,Lymphedema-atrial septal defects-facial changes syndrome,Point prevalence,N/A
Disease,522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome,Cases/families,N/A
Disease,522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome,Point prevalence,N/A
Malformation syndrome,86913,Myoclonic epilepsy in non-progressive encephalopathies,Point prevalence,N/A
Malformation syndrome,86914,Lymphedema-cerebral arteriovenous anomaly-primary pulmonary hypertension syndrome,Cases/families,N/A
Malformation syndrome,86914,Lymphedema-cerebral arteriovenous anomaly-primary pulmonary hypertension syndrome,Point prevalence,N/A
Disease,86909,Myoclonic epilepsy of infancy,Cases/families,N/A
Disease,86909,Myoclonic epilepsy of infancy,Point prevalence,N/A
Disease,521450,LAMA5-related multisystemic syndrome,Cases/families,N/A
Disease,521450,LAMA5-related multisystemic syndrome,Point prevalence,N/A
Malformation syndrome,521445,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,Cases/families,N/A
Malformation syndrome,521445,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,Point prevalence,N/A
Malformation syndrome,521438,Congenital vertebral-cardiac-renal anomalies syndrome,Point prevalence,N/A
Malformation syndrome,521438,Congenital vertebral-cardiac-renal anomalies syndrome,Cases/families,N/A
Disease,86900,Interdigitating dendritic cell sarcoma,Annual incidence,N/A
Disease,521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,Point prevalence,N/A
Disease,521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,Cases/families,N/A
Disease,86902,Follicular dendritic cell sarcoma,Annual incidence,N/A
Malformation syndrome,521426,PLAA-associated neurodevelopmental disorder,Cases/families,N/A
Malformation syndrome,521426,PLAA-associated neurodevelopmental disorder,Point prevalence,N/A
Disease,86896,Histiocytic sarcoma,Annual incidence,N/A
Disease,521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,Cases/families,N/A
Disease,521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,Point prevalence,N/A
Malformation syndrome,521258,Xq25 microduplication syndrome,Cases/families,N/A
Malformation syndrome,521258,Xq25 microduplication syndrome,Point prevalence,N/A
Disease,521305,Proximal myopathy with focal depletion of mitochondria,Cases/families,N/A
Disease,521305,Proximal myopathy with focal depletion of mitochondria,Point prevalence,N/A
Malformation syndrome,521308,Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome,Cases/families,N/A
Malformation syndrome,521308,Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome,Point prevalence,N/A
